currentLevel,requiredXpToUpgrade,newLevel,userBeXp,ranksRewards,claimableRewards,unclaimableRewards
Ruby_2,"2,000,000,000.00",Opal_2,3000000000000,18|19|20|21|22|23,Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1
Ruby_3,"2,000,000,000.00",Opal_2,3000000000000,19|20|21|22|23,Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2
Diamond_1,"2,000,000,000.00",Opal_2,3000000000000,20|21|22|23,Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3
Diamond_2,"2,000,000,000.00",Opal_2,3000000000000,21|22|23,Diamond_2|Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1
Diamond_3,"2,000,000,000.00",Opal_2,3000000000000,22|23,Diamond_3|Opal_1|Opal_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2
Unranked_1,"4,000,000,000.00",Opal_3,6000000000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,
Bronze_1,"4,000,000,000.00",Opal_3,6000000000000,2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked
Bronze_2,"4,000,000,000.00",Opal_3,6000000000000,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1
Bronze_3,"4,000,000,000.00",Opal_3,6000000000000,4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2
Silver_1,"4,000,000,000.00",Opal_3,6000000000000,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3
Silver_2,"4,000,000,000.00",Opal_3,6000000000000,6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1
Silver_3,"4,000,000,000.00",Opal_3,6000000000000,7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2
Gold_1,"4,000,000,000.00",Opal_3,6000000000000,8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3
Gold_2,"4,000,000,000.00",Opal_3,6000000000000,9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1
Gold_3,"4,000,000,000.00",Opal_3,6000000000000,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2
Emerald_1,"4,000,000,000.00",Opal_3,6000000000000,11|12|13|14|15|16|17|18|19|20|21|22|23|24,Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3
Emerald_2,"4,000,000,000.00",Opal_3,6000000000000,12|13|14|15|16|17|18|19|20|21|22|23|24,Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1
Emerald_3,"4,000,000,000.00",Opal_3,6000000000000,13|14|15|16|17|18|19|20|21|22|23|24,Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2
Sapphire_1,"4,000,000,000.00",Opal_3,6000000000000,14|15|16|17|18|19|20|21|22|23|24,Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3
Sapphire_2,"4,000,000,000.00",Opal_3,6000000000000,15|16|17|18|19|20|21|22|23|24,Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1
Sapphire_3,"4,000,000,000.00",Opal_3,6000000000000,16|17|18|19|20|21|22|23|24,Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2
Ruby_1,"4,000,000,000.00",Opal_3,6000000000000,17|18|19|20|21|22|23|24,Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3
Ruby_2,"4,000,000,000.00",Opal_3,6000000000000,18|19|20|21|22|23|24,Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1
Ruby_3,"4,000,000,000.00",Opal_3,6000000000000,19|20|21|22|23|24,Ruby_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2
Diamond_1,"4,000,000,000.00",Opal_3,6000000000000,20|21|22|23|24,Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3
Diamond_2,"4,000,000,000.00",Opal_3,6000000000000,21|22|23|24,Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1
Diamond_3,"4,000,000,000.00",Opal_3,6000000000000,22|23|24,Diamond_3|Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2
Opal_1,"4,000,000,000.00",Opal_3,6000000000000,23|24,Opal_1|Opal_2|Opal_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2|Diamond_3
